  ID       E_NAME            cluster      X(m)         Y(m)         Z(m)
950133  BIRATORI               C1    -3712728.772  2869957.109  4305374.064
950134  NAKASATSUNAI           BB    -3754558.363  2818668.517  4303170.275
950135  OOTAKI                 C1    -3654389.830  2951359.470  4300732.637
950136  TOMAKOMAI              C1    -3681909.693  2918009.354  4299470.558
950137  TOUYA                  C1    -3642609.831  2968122.355  4298773.062
950138  TAIKI                  C1    -3780925.982  2801708.100  4291003.092
950139  SHIRAOI                C1    -3675820.045  2938416.943  4290820.055
950140  OSHAMANBE              C1    -3626805.130  3005241.112  4286286.008
950141  MONBETSU               C1    -3715437.236  2896534.006  4285209.232
950142  MITSUISHI              C1    -3754827.993  2874164.234  4266054.726
950143  YAKUMO                 C1    -3635797.707  3023809.514  4265725.309
950144  SAMANI                 C1    -3780141.521  2855230.106  4256422.243
950145  KUMAISHI               C1    -3629216.548  3044848.482  4256457.576
950146  MORI                   C1    -3660911.855  3010441.107  4253796.466
950147  SHIKABE                C1    -3676499.269  2997887.832  4249178.101
950148  TODOHOKKE              C1    -3706032.985  2986040.044  4231948.757
950149  SHIRIUCHI              C1    -3676067.435  3050208.376  4212453.431
950150  SAI                    C1    -3714144.546  3020502.377  4200488.216
950151  KANITA                 BB    -3724539.225  3055465.686  4166074.422
950152  ROKKASHO               C1    -3767550.268  3011046.532  4159800.154
950153  TOWADA                 C1    -3778031.466  3037850.789  4130986.906
950154  IWASAKI                C1    -3712371.332  3122994.703  4126943.418
950155  OOWANI                 C1    -3750627.715  3083196.758  4122448.050
950156  HACHINOHE              C1    -3800754.408  3022034.764  4121686.832
950157  TAKKO                  C1    -3790363.225  3061007.959  4102822.828
950158  TANEICHI               C1    -3817615.865  3013550.481  4112388.089
950159  NINOHE                 C1    -3801894.335  3046579.568  4102783.360
950160  KUZUMAKI               C1    -3824645.548  3046410.129  4082452.206
950161  IWATE                  C1    -3815681.706  3065139.494  4076534.790
950162  IWAIZUMI1              C1    -3860361.265  3021414.587  4066996.625
950163  TAMAYAMA               C1    -3819588.846  3074886.920  4065469.249
950164  IWAIZUMI2              C1    -3853718.775  3032158.111  4065250.175
950165  SHIZUKUISHI            C1    -3817113.468  3094955.268  4052672.151
950166  YAHABA                 C1    -3834006.370  3085694.700  4043667.538
950167  YAMADA                 C1    -3883476.331  3038990.923  4031761.863
950168  HANAMAKI               C1    -3840514.225  3103937.689  4023620.654
950169  TOONO                  C1    -3867813.527  3072834.675  4021614.974
950170  KAMAISHI               C1    -3886463.984  3058560.491  4014213.927
950171  OOFUNATO               C1    -3896000.592  3072478.761  3994435.819
950172  KESENNUMA              C1    -3893613.190  3089073.740  3983982.494
950173  KURIKOMA               C1    -3866786.653  3132314.426  3976433.111
950174  NARUKO                 C1    -3860156.299  3148083.081  3970833.650
950175  SHIZUGAWA              C1    -3898936.806  3106983.418  3964933.865
950176  WAKUYA                 C1    -3890230.380  3133694.216  3952499.131
950177  MIYAGITAIWA            C2    -3880831.545  3159339.355  3941410.223
950178  MIYAGIKAWASAKI         C2    -3880362.964  3182509.236  3923561.749
950179  WATARI                 C2    -3900771.092  3176407.478  3908087.211
950180  SHICHIKASHUKU          C2    -3880704.099  3205543.479  3904804.027
950181  OODATE                 C1    -3761630.286  3092329.220  4105656.979
950182  FUJISATO               C1    -3747583.734  3115321.209  4101052.845
950183  KAZUNO                 C1    -3779051.861  3083510.776  4096390.172
950184  NOSHIRO                C1    -3737185.994  3130464.531  4099036.623
950185  ANI                    C1    -3769726.330  3118368.592  4078680.055
950186  GOJOUME                C1    -3758821.560  3139255.490  4072580.638
950187  NISHIKI                C1    -3794523.330  3117184.460  4056748.247
950188  KAWABE                 C1    -3779578.392  3145204.434  4048898.288
950189  NISHISENBOKU           C1    -3793880.919  3140063.389  4039578.155
950190  YOKOTE                 C1    -3815473.353  3138553.502  4020530.900
950191  KISAKATA               C1    -3785975.735  3187216.361  4010099.438
950192  CHOUKAI                C1    -3802486.173  3172389.156  4006656.696
950193  MINASE                 C1    -3834358.137  3146263.013  3997010.771
950194  TOBISHIMA              C1    -3766965.362  3211877.136  4008334.320
950195  TACHIKAWA              BB    -3812608.771  3203995.386  3971590.271
950196  ASAHI                  C1    -3814412.773  3219805.281  3957287.675
950197  YAMAGATAOGUNI          C2    -3832975.846  3245743.735  3918358.865
950198  YONEZAWA               C2    -3862412.132  3230219.443  3902428.598
950199  SHIRATAKA              C2    -3849221.636  3221009.677  3922860.521
950200  FUKUSHIMA              C2    -3898036.525  3217124.461  3877817.220
950201  NAMIE                  C2    -3920793.123  3202843.189  3867185.155
950202  INAWASHIRO1            C2    -3882158.065  3249134.409  3867867.987
950203  ODAKA                  C2    -3935966.855  3186531.235  3864562.834
950204  KANEYAMA               C2    -3855738.641  3289781.470  3859435.821
950205  TAKINE                 C2    -3927875.845  3219268.791  3846483.189
950206  TADAMI                 C2    -3855093.039  3308377.686  3844460.289
950207  FUKUSHIMANANGOU        C2    -3864253.019  3299944.258  3842609.867
950208  NARAHA                 C2    -3948345.764  3197964.654  3842650.836
950209  SHIMOGOU               C2    -3886401.603  3275967.933  3840810.352
950210  SHIRAKAWA              BB    -3915399.165  3255255.501  3828815.592
950211  FURUDONO               C2    -3934401.457  3236167.385  3825542.223
950212  YAMATSURI              C2    -3937580.752  3255914.257  3805284.967
950213  MIWA                   C2    -3941645.232  3273181.196  3786551.507
950214  KITAIBARAKI            C2    -3959969.086  3234979.458  3799717.119
950215  IWASE                  C2    -3943627.805  3299964.555  3760933.721
950216  MITO                   C2    -3967501.704  3273309.430  3759080.637
950217  OOTAWARA               C2    -3916664.422  3281901.373  3804607.070
950218  NIKKOU                 C2    -3902116.195  3318701.471  3787958.421
950219  UTSUNOMIYA             C2    -3922951.489  3300686.742  3781864.591
950220  KATASHINA              C2    -3874261.573  3341235.314  3797470.418
950221  TSUMAGOI               C2    -3847876.278  3398007.333  3774250.941
950222  KIRYUU                 C2    -3897462.979  3348752.377  3766056.125
950223  CHICHIBU               C3    -3904121.808  3384757.425  3727181.730
950224  KOSHIGAYA              C3    -3950740.981  3339109.362  3718875.353
950225  CHIBAHANAMIGAWA        C3    -3977265.106  3331636.677  3697379.557
950226  CHIBAOOHARA            C3    -4017302.052  3325184.083  3659964.745
950227  MARUYAMA               C3    -4005158.488  3363719.235  3638146.900
950228  SETAGAYA               C3    -3952590.455  3360273.875  3697987.317
950229  OHI                    C3    -3941010.524  3406280.584  3668441.930
950230  ODAWARA                C3    -3943039.280  3410461.840  3662273.943
950231  AWASHIMAURA            C2    -3788392.117  3263901.857  3946051.727
950232  RYOUTSU1               C2    -3753472.063  3319263.719  3933369.088
950233  RYOUTSU2               C2    -3764205.383  3333606.033  3911004.851
950234  SHIBATASHI             C2    -3821900.559  3281384.976  3899304.140
950235  OGI                    C2    -3765226.013  3357870.371  3889349.440
950236  KANOSE                 C2    -3841755.862  3283734.588  3877984.659
950237  TERADOMARI             C2    -3802412.988  3331047.050  3876340.158
950238  NIIGATAKAMO            C2    -3818828.009  3312744.841  3875874.799
950239  TOCHIO                 C2    -3825292.812  3325509.696  3858821.286
950240  OJIYA                  C2    -3821086.873  3346288.921  3844992.248
950241  OOGATA                 C2    -3798320.334  3380190.051  3837893.775
950242  NIIGATAYAMATO          C2    -3836869.770  3343140.212  3832199.738
950243  NADACHI                C2    -3788160.815  3398899.770  3831806.502
950244  MATSUNOYAMA            BB    -3822373.954  3368841.940  3824673.099
950245  ITOIGAWA1              C2    -3780302.298  3418901.126  3821427.096
950246  SHIOZAWA               C2    -3839632.639  3357694.783  3816998.757
950247  MYOUKOUKOUGEN          C2    -3808906.842  3405714.490  3805828.151
950248  TAKAOKA                BB    -3742322.947  3490246.015  3794395.426
950249  TOYAMA                 C2    -3759612.057  3482024.614  3784952.441
950250  OOYAMA                 C2    -3777488.420  3468727.574  3780327.304
950251  KAMITAIRA              C2    -3754257.535  3510646.497  3764389.861
950252  HEKURAJIMA             C2    -3683124.068  3444284.318  3892384.712
950253  SUZU                   C2    -3724284.181  3440277.171  3856840.508
950254  SHIKA                  C2    -3716029.653  3492961.099  3817514.617
950255  KOMATSU                C4    -3721695.169  3545492.589  3763541.790
950256  SHIRAMINE              C2    -3748069.342  3540169.024  3743351.834
950257  MARUOKA                C4    -3726691.154  3563924.728  3741283.812
950258  OONO                   C4    -3748432.172  3556517.382  3726966.769
950259  ECHIZEN                C4    -3718111.311  3591822.667  3723320.089
950260  IMAJOU                 C4    -3738266.911  3585195.743  3709653.915
950261  MIKATA                 C4    -3732040.628  3615634.427  3686310.933
950262  OOI                    C4    -3716436.276  3638275.195  3679833.487
950263  KOBUCHIZAWA            C2    -3865655.618  3442189.717  3715771.984
950264  MAKIOKA                C2    -3893508.832  3421117.285  3705821.922
950265  YAMANOUCHI             C2    -3826225.769  3392765.749  3800234.107
950266  HAKUBA                 C2    -3797342.854  3434495.225  3791763.439
950267  NAGANO                 C2    -3821586.728  3411200.162  3787881.730
950268  TOUBU                  C2    -3840027.384  3418632.713  3763212.326
950269  KARUIZAWA              C2    -3860916.221  3399331.610  3759772.391
950270  TOYOSHINA              C2    -3817900.340  3449397.011  3757414.120
950271  WADA                   C2    -3842474.201  3433579.584  3747390.949
950272  YACHIHO                C2    -3860950.010  3420571.268  3740461.249
950273  SHIOJIRI               C2    -3832670.159  3453010.067  3739533.654
950274  AGEMATSU               C2    -3831608.183  3486952.483  3709220.744
950275  OOSHIKA                C2    -3863272.716  3473831.020  3688684.239
950276  IIDA                   C2    -3851272.250  3490254.611  3685404.506
950277  MINAMISHINANO          C2    -3867624.772  3491569.737  3666888.122
950278  NEBA                   C2    -3850447.307  3517461.607  3660672.626
950279  MIYAGAWA               C2    -3771410.257  3498829.005  3758554.954
950280  SHOUKAWA               C2    -3774190.425  3525311.559  3731655.579
950281  TAKANE                 C2    -3812980.438  3489686.611  3726602.809
950282  SHIROTORI              C2    -3776309.568  3538362.596  3716474.193
950283  HACHIMAN               C2    -3788338.500  3535737.203  3706583.462
950284  TSUKECHI               C2    -3820891.497  3510442.205  3697652.201
950285  FUJIHASHI              C4    -3763877.602  3573189.296  3695611.840
950286  NEO                    C2    -3771643.770  3565245.821  3695292.963
950287  KAMOSHIRAKAWA          C2    -3807476.005  3528954.332  3693426.657
950288  MOTOSU                 C2    -3783065.599  3566566.506  3682160.297
950289  YAOTSU                 C2    -3810712.427  3538074.017  3681364.097
950290  GIFU                   C2    -3789518.963  3567475.776  3674636.590
950291  TARUI                  C2    -3779926.804  3580784.979  3671606.589
950292  TAJIMI                 C2    -3815089.505  3543930.656  3671322.123
950293  KUSHIHARA              C2    -3838434.235  3528928.163  3661922.296
950294  NANNOU                 C2    -3789362.120  3584243.030  3658592.453
950295  HARUNO                 C3    -3884482.590  3500008.853  3640924.306
950296  SIZUOKASIMIZUSI2       C3    -3918983.165  3465312.129  3636670.785
950297  AMAGIYUGASHIMA2        C3    -3949518.248  3442683.754  3625908.774
950298  AICHIOOGUCHI           C2    -3805348.578  3557249.512  3668271.803
950299  JIMOKUJI               C2    -3805801.799  3570283.539  3655149.763
950300  AICHITOYOTA            C2    -3834637.023  3544259.909  3650553.481
950301  SHIMOYAMA              C2    -3843149.690  3544721.996  3641705.215
950302  CHIRYUU                BB    -3829276.371  3563395.855  3637442.021
950303  NUKATA                 C2    -3847746.252  3550605.664  3630649.896
950304  TOKONAME1              C2    -3825270.229  3583678.861  3621838.988
950305  HAZU                   C2    -3842267.122  3568081.547  3619235.302
950306  TAHARA                 C2    -3858935.737  3563687.949  3605907.652
950307  ATSUMI                 C2    -3847672.847  3579476.605  3602300.350
950308  DAIAN                  C4    -3789534.997  3595554.658  3647524.761
950309  KUSU                   C2    -3806594.352  3595126.527  3630055.292
950310  UENO                   C4    -3785966.118  3632710.757  3614589.239
950311  MATSUSAKA              C2    -3818041.385  3616775.847  3596626.640
950312  IITAKA                 C4    -3809620.845  3636197.263  3586297.701
950313  NANTOU                 C2    -3829318.029  3628739.960  3572645.218
950314  SHIMA                  C2    -3848454.979  3611335.008  3569749.511
950315  MIEKUMANO              C4    -3818763.520  3676688.523  3534987.101
950316  UDONO                  BB    -3819895.282  3687425.744  3522653.360
950317  YOGO                   C4    -3749330.274  3595736.734  3688464.447
950318  MAKINO                 C4    -3744449.179  3609200.941  3680202.736
950319  KUTSUKI                C4    -3740954.424  3623565.429  3669852.531
950320  ADOGAWA                C4    -3751836.737  3615164.553  3666872.795
950321  HIKONE                 C4    -3765015.361  3606030.417  3662387.589
950322  OOTSU1                 C4    -3748111.382  3635877.565  3650437.387
950323  MINAKUCHI              C4    -3772392.169  3624547.059  3636753.767
950324  OOTSU2                 C4    -3759333.457  3642263.389  3632450.929
950325  TSUCHIYAMA             C4    -3784463.780  3617072.671  3631835.819
950326  SHIGARAKI              C4    -3772109.745  3635714.714  3626179.317
950327  TANGO                  C4    -3675397.870  3653242.349  3705964.894
950328  KUMIHAMA               C4    -3668988.542  3677671.375  3688235.528
950329  FUKUCHIYAMA            C4    -3695866.928  3674765.421  3664449.831
950330  KYOTOSAKYOU1           C4    -3738773.760  3639104.516  3657142.654
950331  MIZUHO                 BB    -3714800.200  3667525.606  3652889.337
950332  KYOTOKAMEOKA           C4    -3731299.949  3658487.916  3645010.733
950333  KYOTONISHIKYOU         C4    -3741822.584  3655901.299  3636954.116
950334  KYOTOKAMO              C4    -3765398.895  3653496.710  3614887.084
950335  KATANO                 C4    -3752581.352  3663851.392  3617693.013
950336  OSAKA                  C4    -3746387.250  3679188.760  3608574.348
950337  SAKAI                  C4    -3750772.771  3688275.879  3594830.048
950338  KANAN                  C4    -3762367.156  3680867.601  3590465.415
950339  KAWACHINAGANO          C4    -3762296.551  3685992.594  3585585.597
950340  KUMATORI               C4    -3748631.233  3701281.117  3583786.961
950341  MURAOKA                C4    -3652143.645  3705760.922  3677793.377
950342  WADAYAMA               C4    -3672704.752  3696047.334  3666579.032
950343  HYOUGONISHIKI          C4    -3705583.816  3682130.077  3647576.982
950344  HYOUGOICHINOMIYA       C4    -3667543.953  3720937.072  3646566.842
950345  SANNAN                 C4    -3692693.576  3696228.864  3646193.146
950346  NANKOU                 C4    -3659980.138  3736956.078  3637737.475
950347  HYOUGOICHIKAWA         C4    -3684176.946  3714224.972  3636546.640
950348  HYOUGOINAGAWA          C4    -3720638.911  3678539.553  3635890.783
950349  SANDA                  C4    -3712458.273  3689666.850  3632974.211
950350  SHINGUU                C4    -3673623.957  3732408.104  3628570.274
950351  KOBEKITA               C4    -3721025.125  3693086.835  3620958.327
950352  MIKI                   C4    -3707105.758  3707463.961  3620174.890
950353  TAKARAZUKA             C4    -3729981.581  3685745.219  3618915.296
950354  KAKOGAWA               C4    -3696960.306  3719122.629  3618509.186
950355  NISHIMIYA              C4    -3735414.301  3686142.752  3612791.230
950356  KOBECHUUOU             C4    -3723694.947  3701367.915  3609416.088
950357  IESHIMA                C4    -3682055.323  3744328.231  3607865.475
950358  AKASHI                 C4    -3711084.141  3715529.567  3607831.899
950359  AWAJI                  C4    -3718990.596  3715866.794  3599361.829
950360  AWAJIICHINOMIYA        C4    -3712112.172  3730171.106  3591709.802
950361  SUMOTO                 C4    -3719835.290  3735250.628  3578605.869
950362  SEIDAN                 C4    -3710927.287  3745389.271  3577157.139
950363  NANDAN                 C4    -3715883.835  3750215.733  3567016.302
950364  MUROU                  C4    -3785593.178  3649276.780  3598626.427
950365  KOURYOU                C4    -3766292.870  3671394.985  3595938.944
950366  GOJOU                  C4    -3771451.788  3679869.323  3582228.280
950367  SHIMOKITAYAMA          C4    -3803791.844  3677934.434  3550116.236
950368  UCHITA                 C4    -3754909.074  3708281.341  3570004.977
950369  WAKAYAMA               C4    -3735295.795  3726703.678  3571420.420
950370  KOUYA                  C4    -3771892.753  3694984.711  3567295.740
950371  WAKAYAMAMIYAMA         C4    -3769802.397  3719494.892  3543068.310
950372  WAKAYAMAKAWABE         C4    -3758469.540  3734917.266  3538557.670
950373  HONGUU                 C4    -3801896.502  3699496.518  3529492.916
950374  NAKAHECHI              C4    -3785562.435  3718971.474  3526822.436
950375  TANABE                 C4    -3779976.116  3728059.394  3522924.061
950376  NACHIKATSUURA          C4    -3821028.225  3700156.618  3508118.766
950377  SUSAMI1                C4    -3803646.438  3724909.104  3500892.426
950378  SHIKANO                BB    -3616157.984  3738542.616  3679319.810
950379  MIZOGUCHI              C5    -3581238.270  3781884.272  3669275.413
950380  CHIZU                  C4    -3637200.278  3735338.200  3662117.054
950381  NICHINAN               C5    -3580691.681  3798604.565  3653014.104
950382  GOKA                   C5    -3526241.777  3749832.738  3753801.561
950383  NISHINOSHIMA           C5    -3518045.007  3774704.622  3736577.890
950384  IZUMO                  C5    -3532946.865  3822829.032  3673487.413
950385  NITA                   C5    -3558518.867  3816655.836  3655820.690
950386  OODA                   C5    -3526144.956  3847125.322  3654790.022
950387  AKAGI                  C5    -3547849.258  3842007.963  3639935.700
950388  MISUMI                 C5    -3504520.015  3902679.117  3616731.821
950389  CHUUKA                 C5    -3608405.101  3763799.560  3662126.560
950390  OKAYAMAOOHARA          C4    -3650041.423  3737772.615  3647101.673
950391  SAKUTOU                C4    -3647948.941  3746716.694  3639895.418
950392  OCHIAI                 C5    -3615853.352  3779215.951  3638234.914
950393  OKAYAMACHUUOU          C4    -3631674.662  3765854.023  3636396.435
950394  TAKAHASHI              C5    -3615476.041  3796877.676  3620821.807
950395  OKAYAMAMITSU           C4    -3637947.800  3776553.367  3618949.631
950396  OKU                    C4    -3659427.305  3767574.087  3606785.456
950397  KURASHIKI              C5    -3644573.950  3800960.665  3586707.549
950398  SAIJOU                 C5    -3577839.035  3820657.768  3632950.705
950399  GEIHOKU                C5    -3530606.398  3883171.000  3613361.956
950400  CHIYODA                BB    -3550267.940  3868979.020  3608799.335
950401  JOUGE                  C5    -3588735.020  3833995.546  3608279.498
950402  HIROSIMATOYOSAKA       C5    -3574057.059  3856389.167  3599049.709
950403  HIROSHIMA1             C5    -3550956.737  3880153.484  3595981.339
950404  TOGOUCHI               C5    -3536282.567  3890535.349  3599338.421
950405  MIHARA                 C5    -3594588.911  3853403.353  3581227.696
950406  HIROSHIMA2             C5    -3550012.359  3895269.393  3580379.549
950407  HAGI1                  C5    -3483518.229  3948976.849  3586822.380
950408  HOUHOKU                C5    -3456771.705  3984540.007  3573563.482
950409  ATOU                   C5    -3500209.807  3947542.473  3572667.942
950410  YAMAGUCHINISHIKI       C5    -3527980.920  3924650.044  3570324.790
950411  MITOU                  C5    -3489046.928  3965063.065  3563929.098
950412  HOUFU                  C5    -3507219.431  3959896.374  3551733.346
950413  UBE                    C5    -3493559.301  3978589.965  3544455.511
950414  YANAI                  C5    -3550107.260  3928369.507  3544178.900
950415  TOKUSHIMAYOSHINO       C4    -3696154.072  3780723.010  3555397.138
950416  TOKUSHIMA              C4    -3711470.024  3768898.206  3551977.545
950417  MIMA                   C4    -3678116.854  3802264.955  3551245.478
950418  YAMAKAWA               C4    -3690664.000  3791188.916  3550027.406
950419  YAMASHIRO              C4    -3658956.891  3831384.453  3541086.248
950420  KAMIKATSU              C4    -3708214.171  3788144.454  3535487.610
950421  ICHIU                  C4    -3686960.416  3810207.050  3535961.064
950422  ANAN2                  C4    -3728547.888  3772037.432  3530846.712
950423  HIWASA                 C4    -3724209.985  3785419.213  3521150.473
950424  TOKUSHIMAKAINAN        C4    -3718147.897  3800557.601  3511315.324
950425  UCHINOMI               C4    -3677262.457  3766362.551  3589791.009
950426  KAGAWAOOKAWA           C4    -3682082.299  3780822.035  3569902.246
950427  KAGAWAMINO             C4    -3648709.949  3816147.691  3566442.074
950428  TOYOHAMA               C4    -3650628.878  3827177.423  3552737.320
950429  KOTONAMI               C4    -3665100.192  3805211.154  3561653.206
950430  IMABARI                C4    -3606059.471  3868347.461  3553629.220
950431  IYOMISHIMA             C4    -3649253.412  3840374.953  3541228.721
950432  EHIMESAIJOU            C4    -3626939.926  3862121.320  3539221.448
950433  EHIMEKAWAUCHI          C4    -3612688.336  3886131.765  3527806.397
950434  IYO                    C4    -3600259.028  3903754.375  3520945.525
950435  MIKAWA                 C4    -3624770.711  3895549.803  3507588.688
950436  HIJIKAWA               BB    -3612462.954  3915691.905  3495541.039
950437  MISHOU                 C4    -3623190.256  3945462.870  3450627.448
950438  OOTOYO                 C4    -3664227.806  3840325.991  3525198.626
950439  KAHOKU                 C4    -3678928.975  3835678.093  3514693.770
950440  UMAJI                  C4    -3701411.157  3818638.853  3510204.964
950441  TOUYOU                 C4    -3715976.522  3810455.863  3502928.645
950442  KOUCHIAKI              C4    -3691749.083  3835806.039  3500892.146
950443  SAKAWA                 C4    -3651464.566  3877426.970  3497493.379
950444  KOUCHITANO             C4    -3701980.876  3832558.157  3493678.643
950445  SUSAKI                 C4    -3662283.723  3872352.392  3491892.223
950446  YUSUHARA               C4    -3628588.163  3905176.099  3491224.501
950447  NISHITOSA              C4    -3630553.877  3921644.833  3469969.376
950448  OHGATA                 C4    -3652086.120  3916488.006  3453175.748
950449  KOUCHIOOTSUKI          C4    -3638026.956  3941977.401  3439183.275
950450  MAEBARU                BB    -3438679.101  4061813.634  3503719.562
950451  CHIKUSHINO             C5    -3459290.557  4047166.633  3500417.735
950452  KOISHIWARA             C5    -3482548.037  4030480.282  3497430.168
950453  YAME                   C5    -3473973.255  4058219.815  3473123.825
950454  SAGA                   C5    -3450242.003  4072891.233  3479507.364
950455  SAGAKASHIMA            C5    -3444718.978  4091580.806  3463141.862
950456  KAMITSUSHIMA           C5    -3339608.217  4053854.395  3606538.316
950457  MITSUSHIMA             C5    -3342917.041  4082574.506  3571096.539
950458  ISHIDA                 C5    -3393867.930  4082896.673  3522817.402
950459  HIRADO                 C5    -3394629.394  4112599.243  3487674.490
950460  SAIKAI                 C5    -3417217.522  4117424.622  3459886.726
950461  NAGASAKIKUNIMI         C5    -3466239.306  4091397.705  3441945.894
950462  FUKUE                  C5    -3370821.936  4186002.927  3423232.247
950463  KAZUSA                 C5    -3466957.058  4109189.300  3420157.520
950464  TAMANA                 C5    -3483480.308  4071759.233  3447798.787
950465  KUMAMOTO               C5    -3502497.800  4062727.053  3439309.145
950466  SEIWA                  C5    -3530512.856  4047202.378  3430193.430
950467  AMAKUSA                C5    -3466830.379  4133468.631  3391092.200
950468  ASHIKITA               C5    -3505197.714  4103068.720  3388541.113
950469  KUMAMOTOSAGARA         C5    -3528756.354  4087725.576  3382950.263
950470  OOITAKUNIMI            C5    -3525351.657  3975704.862  3516174.573
950471  HONYABAKEI             C5    -3504958.350  4008065.006  3500057.344
950472  YUFUIN                 C5    -3527377.787  4008454.536  3477821.788
950473  SAGANOSEKI             C5    -3559156.156  3980970.158  3476229.187
950474  KUJUU                  C5    -3532946.179  4023438.581  3455114.357
950475  OOITAMIE               C5    -3554764.902  4005539.658  3452845.448
950476  KITAGAWA               C5    -3578107.445  4007967.335  3426696.828
950477  HINOKAGE               C5    -3548610.854  4035374.878  3424780.138
950478  SHIIBA                 C5    -3545119.666  4056857.338  3403598.632
950479  NISHIMERA              C5    -3556111.598  4064228.005  3384023.862
950480  KAWAMINAMI             C5    -3581985.231  4046442.361  3376495.661
950481  NOJIRI                 C5    -3559010.549  4082852.565  3357258.602
950482  MIYAKONOJOU            C5    -3563566.741  4096307.498  3336083.477
950483  KITAGOU                C5    -3590724.988  4077342.418  3330006.214
950484  KUSHIMA1               C5    -3587844.566  4095853.211  3310423.060
950485  KAGOSHIMAOOKUCHI       C5    -3521090.910  4108444.669  3365951.797
950486  MAKIZONO               C5    -3540443.951  4107485.336  3346969.698
950487  KAGOSHIMAKASHIMA       C5    -3473959.473  4170250.725  3338679.377
950488  KUSHIKINO              C5    -3510910.172  4143126.109  3333847.206
950489  KAGOSIMAFUKUYAMA       C5    -3555110.059  4113397.548  3324613.595
950490  IBUSUKI                C5    -3555203.886  4142019.819  3288245.054
950491  SATA                   C5    -3566188.657  4142703.708  3276171.445
950492  NAKATANE               C5    -3604884.039  4152179.311  3221268.628
950493  KAMIYAKU1              BB    -3586697.605  4179004.378  3207039.741
950494  NAZE                   C5    -3570746.083  4333352.803  3015578.738
950495  YORON                  BB    -3533970.343  4453596.641  2881446.930
950496  MOTOBU                 C5    -3502668.158  4499627.225  2848077.592
950497  MINAMIDAITOU           C5    -3785968.009  4320444.145  2762266.608
950498  GUSUKUBE               BB    -3355140.104  4725716.877  2654318.296
950499  YONAGUNI               C5    -3159135.263  4875282.864  2624177.420
950500  IRIOMOTEJIMA           C5    -3231750.813  4828984.342  2621361.559
95105   HATSUSHIMA             C3    -3955769.877  3418020.289  3641602.689
95113   HACHIJOU               C3    -4084089.528  3451659.753  3465169.224
960501  RISHIRI                C1    -3510694.494  2825992.018  4498197.181
960502  OUMU                   C1    -3632368.658  2740720.280  4454418.543
960503  YUUBETSU               C1    -3685958.451  2715967.285  4425648.952
960504  TAKINOUE               C1    -3662047.671  2751860.812  4423526.473
960505  ABASHIRI               C1    -3732341.498  2682621.116  4407245.319
960506  AIBETSU                C1    -3655380.809  2797003.241  4400938.773
960507  BIHORO                 C1    -3734008.294  2701456.422  4394365.669
960508  ASAHIKAWA              C1    -3657473.206  2815656.547  4387268.779
960509  HOKURYUU               C1    -3630799.817  2849588.025  4387399.838
960510  KAMIKAWA               C1    -3679771.040  2782684.230  4390151.279
960511  OKETO                  C1    -3718388.246  2743621.171  4381867.280
960512  NEMURO3                C1    -3824674.021  2652385.745  4346374.843
960513  AKAN2                  C1    -3756740.133  2721463.237  4363351.736
960514  FURANO                 C1    -3681182.129  2835368.233  4354893.272
960515  SHIBECHA               C1    -3789155.720  2693045.675  4352432.395
960516  MIKASA                 C1    -3661268.305  2871736.925  4347697.668
960517  OTARU2                 C1    -3611313.470  2938959.131  4344523.546
960518  SHINTOKU               C1    -3712080.578  2816629.171  4341235.111
960519  NEMURO4                C1    -3839064.156  2636493.991  4343390.486
960520  EBETSU                 C1    -3653768.836  2902164.567  4333839.122
960521  OBIHIRO                C1    -3743290.328  2803339.310  4322582.293
960522  ENIWA                  C1    -3667126.033  2908882.575  4318149.068
960523  CHITOSE                C1    -3665179.110  2925131.360  4309263.838
960524  SOUBETSU               C1    -3651494.582  2967587.560  4291617.226
960525  ABUTA                  C1    -3645085.359  2976290.651  4290961.208
960526  DATE                   C1    -3655237.938  2973035.149  4284614.936
960527  OKUSHIRI2              C1    -3603361.812  3083423.751  4250635.708
960528  SAWARA                 C1    -3664617.859  3002995.578  4255789.510
960529  NANAE                  C1    -3675686.412  3006861.328  4243815.458
960530  KAMINOKUNI             C1    -3651449.606  3056202.603  4229369.757
960531  KUSHIROCHOU            C1    -3814968.117  2699234.414  4326121.565
960532  ERIMO2                 C1    -3799328.436  2830313.536  4255980.325
960533  HIGASHIDOORI           C1    -3746772.488  2985917.594  4196283.789
960534  IMABETSU               C1    -3708795.360  3058299.012  4177943.436
960535  WAKINOSAWA             C1    -3728660.151  3038639.422  4174646.277
960536  HIRANAI                C1    -3744415.389  3046082.823  4155191.720
960537  NOHEJI                 C1    -3761109.796  3031387.219  4150921.039
960538  NAMIOKA                C1    -3740981.094  3074054.951  4137794.896
960539  MISAWA                 C1    -3784552.461  3023742.110  4135292.251
960540  HIROSAKI               C1    -3739608.130  3085049.687  4130893.440
960541  KUROISHI               C1    -3756358.456  3063245.812  4132954.174
960542  KANAGI                 C1    -3722167.402  3073606.485  4154926.615
960543  IWATEMATSUO            C1    -3808703.184  3076933.184  4074197.555
960544  YUDA                   C1    -3825711.808  3123602.173  4022741.839
960545  IWATEKAWASAKI          C1    -3877635.016  3109374.034  3983746.509
960546  SUMITA                 C1    -3880639.975  3078461.091  4004728.581
960547  KAWAI                  C1    -3861059.856  3051986.245  4043711.254
960548  SHIKAMA                C1    -3873434.217  3153710.141  3953092.181
